Name,VDW,HB,HP,HM,HS,RT,x-score,q,C,N,O,H,F,P,S,Cl,Br,I,1,2,3,am,ar,his,arg,lys,ile,phe,leu,trp,ala,met,pro,val,cys,asn,gly,ser,gln,tyr,thr,asp,glu,hoh,phis,parg,plys,pile,pphe,pleu,ptrp,pala,pmet,ppro,pval,pcys,pasn,pgly,pser,pgln,ptyr,pthr,pasp,pglu,exp
3s0b,465.6,0,210.2,4.64,308.8,0,6.95,0,16,1,0,13,0,0,0,0,0,0,15,0,0,0,17,1,1,8,8,2,8,0,2,3,0,5,3,1,2,3,2,1,1,1,1,7,2,1,15,9,3,11,0,3,3,2,11,5,8,3,8,7,2,7,8,11,6.49
1z6s,383.5,5.5,0,0,0,3,5.15,-1,10,5,7,12,0,1,0,0,0,0,27,1,0,0,9,2,2,3,1,2,1,0,4,0,1,5,3,3,1,0,2,1,2,1,1,25,4,4,10,3,3,2,0,12,4,4,9,8,10,3,15,7,6,10,5,5,4.34
4gki,430.7,2,81.7,4.12,251.9,2,6.27,0,20,5,0,21,0,0,0,0,0,0,31,1,0,0,17,0,2,2,5,2,6,0,3,0,2,1,1,2,3,0,1,2,4,3,2,12,7,17,11,13,16,30,6,16,0,15,16,5,16,18,16,10,7,10,24,12,4.46
2qdt,212.1,1,17.5,0.53,129,4,4.33,-1,6,1,3,10,0,0,1,0,0,0,16,1,0,1,2,5,0,1,1,1,2,1,3,1,2,1,0,0,1,2,1,4,1,3,0,25,10,15,8,9,5,27,5,41,6,18,15,2,6,24,10,10,8,19,20,8,5.19
1ndw,442.5,1.6,95.1,2.34,134.8,4,5.77,0,14,3,2,17,0,0,0,0,0,0,27,3,0,1,6,5,2,1,2,3,6,2,3,2,4,2,3,0,2,2,1,2,2,6,2,34,11,16,26,16,12,32,4,25,7,18,27,5,12,20,17,10,16,20,24,31,5.23
4u43,420.5,1,41.9,0.95,105.7,0,5.59,0,11,5,0,9,0,0,0,0,0,0,17,4,0,0,6,0,0,4,1,2,5,0,4,2,0,7,1,2,6,1,2,2,2,3,2,5,12,19,22,23,10,27,5,17,8,16,19,5,12,19,13,10,10,15,20,20,4.32
1v1m,641.2,9.1,56.3,0.82,184.5,7,6.64,-1,12,4,7,16,0,2,1,0,0,0,30,2,0,0,11,2,3,0,7,4,2,0,5,2,3,1,2,3,3,4,5,5,5,4,6,30,11,28,17,24,19,27,3,37,11,22,19,7,17,29,22,23,21,15,17,30,3.94
1k9s,560.5,5.7,0,0,0,2,5.96,1,11,5,4,16,0,0,0,0,0,0,31,1,0,0,6,3,4,0,3,4,2,0,4,3,3,4,3,0,6,5,1,1,3,3,4,19,6,12,14,18,12,15,0,26,11,6,20,4,7,23,9,2,6,14,19,13,6.52
4oak,327.2,4.6,18.5,1.06,138.2,3,5.23,0,6,2,3,12,0,0,0,0,0,0,18,1,0,1,2,3,2,1,3,2,3,2,2,0,1,3,1,0,3,3,3,1,2,4,2,10,8,10,12,9,7,21,4,12,4,10,10,2,6,9,7,15,10,8,11,15,4.22
1fl3,638.5,0.4,189.4,3.9,335.6,4,7.22,-1,19,1,3,18,0,0,0,0,0,0,25,2,0,1,14,1,3,0,2,0,4,3,2,1,1,2,1,1,4,3,3,5,0,0,2,13,4,9,7,7,4,16,5,14,3,14,18,5,6,22,32,5,10,22,5,6,6.8
5kqy,865.1,3.3,109.3,4.51,307.5,10,7.65,0,27,3,7,35,0,0,1,0,0,0,58,4,0,2,12,0,2,1,5,1,3,0,1,1,1,3,0,3,6,0,0,0,3,2,0,27,1,4,7,15,2,10,2,5,2,6,6,0,4,13,1,5,1,8,4,3,9.29
2j7b,419.2,6.8,0,0,0,1,5.56,0,6,4,4,10,0,0,0,0,0,0,23,2,0,0,0,2,1,1,1,3,0,4,5,1,0,2,0,6,1,3,1,3,3,0,4,19,12,22,28,30,25,29,15,28,5,20,38,1,24,36,17,9,26,13,27,32,6.62
1y6q,639.2,4.8,42.5,0.38,55.4,4,6.29,1,13,5,1,20,0,0,1,0,0,0,35,1,0,0,6,2,1,0,4,3,4,0,11,2,1,4,0,2,8,6,1,1,1,5,3,11,7,6,11,18,9,23,0,32,4,6,21,5,9,22,13,8,4,9,12,15,11.7
4fai,458.6,1,37.8,1.37,31.6,6,5.19,0,15,4,2,20,0,0,1,0,0,0,32,3,0,2,6,4,0,1,4,4,3,2,1,1,3,1,0,0,0,5,0,0,1,5,3,23,13,15,15,20,15,43,5,20,6,18,17,2,12,9,22,8,12,9,21,20,6.99
4lrr,499.8,1.9,90,3.54,156,2,6.36,1,18,1,6,9,0,0,0,0,0,0,16,4,0,0,17,3,3,0,3,3,7,5,1,0,2,4,2,1,1,3,1,4,2,3,2,5,11,13,12,16,13,28,7,13,7,14,13,4,11,18,10,16,9,14,21,13,5.22
3m3x,409.1,2.8,47.4,1.31,90,5,5.31,1,13,5,5,15,0,0,1,0,0,0,23,4,0,1,12,6,1,1,1,4,7,4,3,0,3,4,1,3,3,2,2,1,2,0,2,15,12,7,24,9,12,26,7,13,1,17,17,1,10,22,17,11,8,12,19,13,6.82
3nq3,301.4,0,170.6,3.03,266.9,8,5.25,-1,10,0,2,19,0,0,0,0,0,0,28,0,0,0,2,0,1,5,5,2,11,1,5,1,2,5,2,1,0,1,1,1,1,2,4,2,2,3,15,10,4,22,2,15,4,8,9,5,5,4,7,9,4,8,10,16,3.78
1x8d,295.4,5.8,19,0.53,68.7,0,5.29,0,6,0,5,10,0,0,0,0,0,0,20,1,0,0,0,1,1,1,2,2,4,4,3,3,1,5,1,1,0,2,2,3,1,0,1,7,4,6,4,4,3,7,4,10,5,7,9,1,7,1,6,4,5,2,5,10,2.21
3pcn,294.1,3,59.6,0.97,106.7,2,5.13,-1,8,0,4,7,0,0,0,0,0,0,11,0,0,0,8,3,4,1,4,0,0,2,3,0,4,1,1,2,3,1,3,5,3,3,1,11,15,28,14,29,20,36,7,37,5,34,22,5,27,35,16,18,15,22,27,21,3.66
4jwk,321.1,2.7,6.7,0.14,20.2,2,4.84,1,9,3,5,14,0,0,0,0,0,0,26,2,0,2,2,5,2,0,0,0,4,0,0,1,1,2,0,3,4,2,0,2,1,2,1,12,11,9,10,15,6,17,1,12,6,12,12,0,12,25,12,9,5,4,8,7,8.32
1gaf,508.9,4.7,67.4,2.06,129.4,7,5.9,-1,11,1,7,12,0,1,0,0,0,0,20,2,0,0,10,1,2,2,3,1,4,2,4,0,0,0,1,0,2,1,2,8,1,1,0,6,3,9,14,7,7,18,2,13,1,9,13,6,6,14,35,12,11,15,10,12,8
3c2o,299.4,2.6,15.9,0.3,56.2,0,5,-2,7,1,4,3,0,0,0,0,0,0,5,0,0,0,10,2,4,4,1,1,2,0,2,3,0,0,1,1,2,4,0,2,4,3,4,9,6,9,15,17,9,27,4,21,5,8,19,8,12,22,22,6,7,15,16,17,3.35
2bpy,946.2,3.3,117.4,4.23,432.6,8,8.29,2,37,8,5,57,0,0,0,1,0,0,94,3,0,3,12,0,2,1,5,1,4,0,1,1,2,3,0,2,6,0,0,0,3,3,0,20,1,4,6,13,2,12,2,3,2,6,6,2,3,13,1,6,1,8,4,4,7.4
5fl5,379.8,2.1,38.9,1.74,119.5,2,5.46,0,13,4,3,12,0,0,2,0,0,0,23,6,0,1,6,5,2,0,1,0,7,2,4,0,3,5,1,2,0,3,2,1,2,1,3,12,8,18,1,6,11,35,5,23,2,25,13,2,6,23,17,13,5,11,7,20,8.19
4qew,546.4,0.6,123.8,4.77,251.3,4,6.67,0,23,4,3,23,0,0,0,1,0,0,41,4,0,0,12,3,0,2,1,2,2,1,6,3,3,3,1,2,1,0,0,5,0,4,0,16,6,6,12,3,5,9,1,12,5,6,6,2,4,3,5,3,7,1,11,5,7.07
2xht,459.6,2,83.4,2.51,200.9,0,6.28,0,15,1,3,21,0,0,0,0,0,0,33,1,0,1,6,1,1,4,7,2,6,1,2,2,0,4,0,2,4,4,0,1,5,4,2,6,4,7,16,20,10,18,1,14,6,4,10,0,8,15,15,8,7,17,12,21,5.96
4p6x,695,2,146.6,3.05,253.9,2,7.39,0,21,0,5,30,0,0,0,0,0,0,56,3,0,0,0,1,2,0,3,5,10,2,4,7,1,3,3,3,3,1,3,2,4,0,1,3,5,10,15,15,9,37,5,14,13,10,12,4,11,9,18,15,13,13,10,14,7.04
5ehv,354.5,1,75.7,3.86,186,5,5.5,-2,18,0,5,14,0,0,0,0,0,0,21,1,0,0,16,6,1,0,1,3,6,3,1,0,2,4,1,3,1,1,2,1,2,0,2,22,12,7,24,9,12,26,7,13,1,17,17,1,10,22,17,11,8,12,19,13,3.08
5d26,458,2.9,75,2.89,178,4,6,0,19,4,5,26,0,0,1,0,0,0,41,6,0,3,6,0,0,2,3,1,2,1,3,4,2,2,1,2,0,0,2,4,0,4,0,29,1,3,12,7,5,13,3,5,5,12,5,2,12,2,2,9,7,8,6,8,6.09
3q2j,406.4,2.6,82.5,2.27,108.8,3,5.71,1,11,3,2,13,0,0,1,1,0,0,18,2,0,1,11,0,0,4,2,2,6,0,2,4,1,4,1,2,4,3,0,2,1,4,3,11,4,12,22,15,11,31,5,8,6,10,13,6,8,14,16,2,14,7,27,32,4.18
3djo,329,4.6,5,0,25,3,4.91,-2,9,2,9,11,0,1,0,0,0,0,24,3,0,3,3,2,1,3,3,3,0,0,1,2,1,4,1,2,0,1,1,0,2,2,0,18,4,4,14,3,3,2,0,8,5,5,10,10,7,6,15,6,4,9,4,5,4.39
2vl4,374.4,6.2,13.5,0.13,7,1,5.39,1,6,1,4,14,0,0,0,0,0,0,25,0,0,0,0,1,1,0,2,2,0,8,1,0,1,0,1,3,4,4,2,2,0,2,3,11,21,43,46,44,40,73,22,40,24,44,55,7,44,50,55,35,42,47,48,56,6.01
2bfq,875.1,7.8,0,0,0,9,6.8,-2,15,5,14,21,0,2,0,0,0,0,49,1,0,0,10,1,1,1,6,2,4,0,11,0,2,6,2,2,7,3,2,4,3,2,1,39,3,6,18,11,8,15,1,24,4,5,19,3,4,17,8,3,8,6,7,21,6.89
2qci,924.8,3.5,104.3,4.3,273.1,10,7.81,0,28,2,9,36,0,0,1,0,0,0,63,3,0,2,12,0,4,2,10,2,8,0,2,2,2,6,0,6,12,0,0,0,6,4,0,26,2,8,14,30,4,20,4,10,4,12,12,0,8,26,2,10,2,16,6,8,8.34
2i4u,896.8,2.8,113.2,4.64,287.5,11,7.66,0,28,2,8,38,0,0,1,0,0,0,63,3,0,2,12,0,4,2,10,2,8,0,2,2,2,6,0,4,12,0,0,0,6,6,0,31,2,8,12,26,4,24,4,6,6,12,12,2,6,26,2,12,2,16,8,8,11.57
5f62,554.2,2,100.1,4.83,266.7,0,7.09,1,26,7,2,34,1,0,1,1,0,0,54,2,0,1,18,0,0,2,3,3,3,1,3,4,2,2,1,3,0,0,2,4,0,5,0,18,1,3,12,7,5,13,3,5,5,12,5,2,12,2,2,9,7,8,6,8,8.17
4abf,336.7,1.8,25.7,1.18,140,1,5.26,1,9,1,0,9,0,0,1,0,1,0,15,1,0,0,6,1,0,3,3,0,2,1,3,0,1,3,4,1,8,5,2,3,0,3,0,19,3,2,14,15,3,14,4,14,2,8,17,12,16,25,34,10,10,10,6,4,4.62
1qf0,741.5,5.3,144.9,4.3,367.8,9,7.55,-1,27,2,5,27,0,0,1,0,0,0,40,2,0,2,20,3,1,0,3,2,3,1,2,1,0,5,0,5,6,3,0,5,2,5,4,17,8,10,11,18,10,16,3,28,2,8,22,0,19,36,26,13,28,25,25,8,7.38
1qxl,766.1,1.5,123.3,4.16,267,9,7.15,0,27,5,3,31,0,0,0,0,0,0,50,5,0,2,12,5,2,2,3,3,8,2,3,3,5,3,3,0,3,3,1,3,4,7,2,18,11,16,26,16,12,33,4,25,7,18,27,5,12,20,17,9,16,20,24,31,7.96
5tbe,967,3,160.9,3.6,294.9,0,8.88,0,33,4,4,28,2,0,1,0,0,0,51,6,0,2,18,2,3,4,4,1,13,0,6,2,2,8,1,5,5,3,0,2,2,3,1,3,11,18,19,22,13,43,5,24,8,17,21,4,14,13,15,13,14,16,24,18,8.97
4wt2,849.9,1.6,175.5,7.93,465,8,8.48,-1,37,2,7,40,1,0,1,2,0,0,68,4,0,2,20,2,1,4,5,3,4,0,1,4,0,5,0,0,1,3,4,4,5,0,1,18,2,4,9,5,3,13,0,3,4,5,11,1,2,5,7,6,7,8,5,5,10.42
3gcs,765.9,3.5,101.8,3.32,227.8,2,7.65,0,21,4,3,16,3,0,0,1,0,0,27,2,0,3,18,4,3,2,5,1,11,0,6,2,1,6,1,2,6,2,1,3,1,3,1,21,11,18,19,22,12,42,5,22,8,17,21,2,14,13,19,13,14,17,24,18,7.25
3ocp,487.3,5.7,0,0,0,1,5.74,-1,10,5,6,11,0,1,0,0,0,0,27,1,0,0,8,0,2,4,3,2,4,0,2,1,0,6,2,2,3,1,0,2,5,1,3,8,1,3,12,9,4,11,1,4,6,5,13,5,4,8,6,5,5,9,8,9,7.57
1pz5,859,2.8,73.5,3.42,268.9,24,6.13,-1,41,12,12,57,0,0,2,0,0,0,97,11,0,8,10,4,2,2,1,1,2,1,3,1,1,2,0,2,3,2,1,3,5,2,2,50,5,9,14,8,9,20,3,7,2,12,14,4,11,17,32,9,8,20,13,8,5.4
5k9w,442.8,7.2,41.4,0.28,47.5,0,5.99,-1,10,2,5,9,0,0,1,0,0,0,20,3,0,1,4,1,5,2,2,2,2,1,1,0,1,1,1,1,6,3,3,1,3,2,1,15,9,17,22,16,14,27,6,13,11,12,16,6,10,14,25,14,9,13,17,27,4.59
2h3e,474,14.5,4.3,0,31.9,4,6.17,-3,6,2,7,8,0,1,0,0,0,0,14,2,0,2,5,2,8,3,0,2,4,0,3,1,2,4,0,2,3,4,3,3,7,2,4,18,11,15,15,15,12,38,2,34,8,12,22,1,15,15,20,14,8,18,21,14,5.7
2o4j,821.9,3.6,238.3,4.58,496.4,4,8.65,0,27,0,3,42,0,0,0,0,0,0,70,4,0,0,0,4,3,3,5,5,10,1,3,2,2,6,1,3,1,9,3,6,2,6,2,12,10,11,15,16,8,30,1,12,9,14,14,3,6,8,20,14,8,9,18,14,10.1
4je7,624.8,5.2,78.7,3.02,322.5,9,6.65,0,19,3,5,35,0,0,0,0,0,0,56,3,0,3,0,2,4,0,4,3,6,1,5,1,1,5,3,1,3,1,4,3,1,3,6,22,7,14,11,13,5,18,1,13,5,11,19,4,5,13,7,6,5,4,14,18,6.4
1xbo,698.2,4.1,91.3,3.23,113.7,5,6.98,-1,22,1,8,18,0,0,0,0,0,0,33,4,0,0,14,2,7,2,3,3,3,1,3,1,1,1,2,1,6,4,4,2,3,3,2,15,9,17,22,16,14,28,6,13,10,12,16,6,10,14,24,14,9,13,18,28,6.04
2gkl,247.8,3.8,15.7,0.63,36.9,0,4.91,-2,7,1,4,3,0,0,0,0,0,0,5,0,0,0,10,3,1,2,2,2,4,1,1,0,0,1,1,4,3,1,1,3,3,2,1,22,7,9,16,10,7,20,3,18,4,15,23,1,8,18,9,6,12,14,13,12,5.35
1tnh,280.9,2.7,17.3,0,87.7,1,4.86,1,7,1,0,9,1,0,0,0,0,0,12,0,0,0,6,1,0,2,3,1,0,1,2,0,1,3,3,1,7,5,2,3,0,2,0,11,3,2,14,15,3,14,4,14,2,8,17,12,16,25,34,10,10,10,6,4,3.37
5edd,505.3,10.7,13.6,0.36,53.1,5,6.02,-4,9,3,13,12,0,3,0,0,0,0,25,3,0,6,7,2,5,1,3,0,4,0,6,0,2,7,0,1,6,2,1,1,3,3,1,38,7,11,1,7,2,16,0,15,2,9,19,0,2,13,8,2,2,5,9,7,5.24
2e9u,575.7,1.9,41,2.03,159.8,0,6.49,0,16,4,3,17,0,0,0,1,0,0,28,1,0,2,12,1,1,4,2,4,8,0,3,0,1,4,1,2,5,2,2,3,1,3,6,20,7,15,20,17,9,28,6,16,6,16,20,6,14,15,8,7,10,8,18,23,8.1
3f19,394,5.1,24.1,0,84.4,3,5.35,0,8,2,4,9,1,0,1,0,0,0,14,3,0,2,6,5,0,1,2,6,4,1,5,1,1,2,0,1,3,2,0,1,3,2,2,30,9,7,7,11,10,9,3,12,3,6,9,0,7,19,9,2,7,10,14,4,7.19
3g35,464.8,4.2,30,0,157.2,0,5.93,0,14,5,1,10,1,0,0,0,0,0,17,3,0,1,12,0,2,2,1,0,3,0,2,2,2,1,1,7,4,5,1,3,9,4,1,29,2,15,10,11,4,27,3,36,5,13,14,1,11,22,12,16,5,28,13,11,4.68
3tz0,288.7,1.7,59.9,2.05,195.6,3,5.19,-1,6,0,2,10,0,0,0,1,0,0,16,0,0,0,2,1,6,2,2,2,12,0,2,1,1,4,0,0,1,1,1,1,2,3,0,2,14,26,15,24,10,39,1,17,7,16,17,4,7,19,13,11,12,14,23,13,5.04
3sw8,446.9,5,33.1,2.63,132.9,3,5.98,0,10,2,3,10,0,0,0,2,0,0,17,2,0,2,6,2,2,0,4,2,6,0,3,3,2,7,1,1,5,3,3,1,0,1,3,13,7,10,12,20,5,16,0,14,7,8,17,1,8,14,8,6,6,5,15,15,4.5
3dbu,346.3,2.6,45.9,1.94,95.8,2,5.38,0,8,4,4,8,0,0,3,0,0,0,14,6,0,2,6,6,1,0,1,3,8,5,1,0,3,4,1,2,2,3,3,1,2,0,3,10,11,7,24,9,12,26,7,12,1,17,17,1,9,22,18,12,8,12,19,13,8.06
5upj,507.8,2.1,116,4.31,332.8,2,6.82,0,20,0,3,24,0,0,0,0,0,0,40,3,0,0,6,0,2,0,5,2,2,0,1,1,2,1,0,1,6,1,0,0,3,3,0,20,0,3,5,11,3,10,1,5,2,5,9,0,8,11,4,2,3,7,4,6,7.12
2e91,288.9,6.4,0,0,0,2,4.92,-3,5,2,7,6,0,2,0,0,0,0,14,2,0,0,6,1,3,2,3,1,4,0,1,1,0,1,0,2,4,2,2,2,1,7,3,18,8,12,17,31,13,44,2,9,10,12,11,0,27,11,17,15,9,17,15,16,6.59
1hi3,310.2,4,0,0,0,4,4.66,-3,10,5,10,11,0,2,0,0,0,0,27,1,0,0,12,2,3,2,3,1,1,2,1,1,2,2,2,4,0,1,3,0,2,2,1,20,5,8,4,7,5,5,2,6,5,12,9,8,17,2,6,13,4,12,4,1,4.19
4riu,490.2,2.5,19.8,0.67,52.4,4,5.48,0,16,4,9,20,0,0,1,0,0,0,42,4,0,1,6,6,1,0,0,4,9,3,3,0,3,6,1,2,2,3,2,1,3,2,2,9,12,7,23,8,11,26,7,13,1,17,18,1,9,22,18,12,8,13,19,13,7.3
3iob,537,3.8,4.7,0,62,2,5.81,0,10,5,3,13,0,0,1,0,0,0,27,1,0,0,6,2,2,1,2,3,6,0,3,2,2,11,0,3,4,3,2,2,2,1,3,21,5,22,3,9,8,36,0,48,6,20,31,0,6,26,8,9,6,16,19,10,3.42
4lyw,446.5,1.9,90.9,3.15,236.9,4,6.04,0,20,3,5,27,0,0,1,0,0,0,43,6,0,2,6,0,0,1,3,2,2,1,3,4,2,3,1,4,0,0,2,4,0,4,0,16,1,3,12,7,5,13,3,6,5,12,5,2,12,2,1,9,7,8,6,8,6.63
1s39,340.3,4.5,50.5,1.64,109,0,5.65,0,8,3,1,7,0,0,0,0,0,0,11,2,0,1,6,0,1,0,1,1,4,0,3,3,0,5,2,1,6,5,4,2,2,3,1,8,10,31,14,22,20,25,4,35,16,17,17,5,7,32,27,16,8,16,22,22,7.7
3ap4,283.9,5.6,0,0,0,4,4.68,0,12,0,11,22,0,0,0,0,0,0,46,0,0,0,0,1,5,2,1,2,1,1,0,0,1,2,2,2,1,0,1,2,1,1,2,12,5,8,10,16,10,9,1,5,1,9,13,2,8,12,6,5,4,7,9,6,3.92
4cpr,1063,4.6,147.8,5.57,515.6,17,8.49,1,42,5,6,58,0,0,1,0,0,0,90,8,0,4,12,0,4,2,8,2,7,0,2,2,2,5,0,3,12,0,0,0,8,6,0,29,2,8,12,24,4,22,4,6,4,14,12,4,6,26,2,12,2,18,8,8,7.46
4mc9,873,1.7,111.9,4.2,343.1,8,7.74,0,27,2,6,35,1,0,1,0,0,0,58,3,0,2,12,0,2,1,6,1,4,0,1,1,2,3,0,2,6,0,0,0,3,3,0,38,1,4,7,15,2,10,2,3,2,6,6,2,3,13,1,5,1,8,4,4,9.44
3hk1,471.4,2,58.8,0.92,185.4,4,5.69,-1,14,1,5,12,0,0,2,0,0,0,26,6,0,1,2,0,5,5,2,2,2,1,4,4,1,7,1,2,3,5,2,2,6,2,3,34,0,7,14,8,6,6,2,7,4,1,16,2,4,11,9,2,2,11,11,8,6.17
5w1e,303.8,4,57.3,1.64,104.3,0,5.49,-1,7,0,3,5,0,0,0,0,0,0,7,0,0,0,8,1,4,0,2,2,6,0,7,0,3,7,0,0,1,6,2,0,2,2,1,5,11,57,2,9,10,69,5,93,4,33,39,3,2,38,24,8,4,32,28,29,5.24
5dx4,442.2,0.5,112.5,4.95,247,3,6.31,0,20,2,4,17,0,0,1,0,1,0,26,3,0,2,17,0,0,2,3,3,4,1,2,4,2,2,1,3,0,0,2,4,0,5,0,11,1,3,12,7,5,13,3,5,4,12,5,2,12,3,2,9,7,8,6,7,6.86
5d24,510.8,3.6,93.8,1.76,257.1,4,6.28,0,18,3,4,21,0,0,0,0,0,0,34,5,0,2,6,0,0,2,3,2,2,2,2,4,2,2,1,2,0,0,2,4,0,5,0,24,1,3,12,7,5,13,3,5,5,12,5,2,12,2,1,9,7,8,6,8,5.24
3dc3,276.3,2.4,15.2,0.52,68,1,4.85,0,4,4,3,6,0,0,2,0,0,0,12,5,0,2,0,5,1,0,1,3,7,5,1,0,3,4,1,2,3,3,2,1,2,0,3,9,11,7,24,9,12,26,7,12,1,17,17,1,9,22,18,12,8,12,19,13,8.31
1b58,853.8,9.6,92.2,2.04,229,13,7.36,2,21,5,5,37,0,0,0,0,0,0,56,2,0,2,8,4,4,0,1,2,4,2,4,1,3,3,2,9,3,8,1,11,3,2,4,36,11,17,43,23,16,44,13,40,3,31,44,2,36,22,28,18,28,30,39,29,6.59
3b50,483.1,8.2,15.8,0.36,108.8,5,5.83,-1,11,1,9,18,0,0,0,0,0,0,35,1,0,1,2,1,4,0,1,6,4,0,8,3,2,2,0,6,3,5,4,0,2,3,4,30,3,5,32,10,17,29,0,36,8,12,19,0,16,16,17,18,16,16,18,22,7.55
3mhl,427.1,3.4,38,1.31,76.1,4,5.47,1,12,5,5,13,0,0,1,0,0,0,20,4,0,1,12,6,1,1,1,4,9,5,2,0,3,5,1,3,3,2,1,1,2,2,3,3,11,7,24,9,12,26,7,13,1,17,17,1,10,22,17,11,8,12,19,13,7.25
1pb9,249.1,5.6,0,0,0,0,4.87,1,3,2,2,7,0,0,0,0,0,0,12,1,0,1,0,0,1,2,5,5,2,2,3,2,1,3,0,1,4,4,3,1,3,2,0,10,7,14,22,17,15,19,4,13,9,10,20,7,14,17,17,12,10,20,15,19,3.62
5tfx,393.5,3.2,63.3,2.66,116.6,1,5.87,0,14,3,4,11,0,0,1,0,0,0,17,4,0,2,12,5,1,1,1,4,7,3,2,0,3,5,1,3,2,2,1,1,2,2,3,17,12,7,24,9,12,26,7,13,1,17,17,1,10,22,17,11,8,12,19,13,7.22
3wz6,616.5,3.4,123.4,5.21,284.2,6,7.1,1,27,3,2,26,0,0,1,0,0,0,38,4,0,2,18,0,0,0,6,3,5,1,3,0,0,0,0,1,7,10,1,3,4,7,0,35,1,1,11,18,20,19,5,29,0,13,23,2,6,38,49,9,13,47,21,5,5.96
4yc0,418.2,2.9,63.9,0.59,139.7,2,5.63,-1,10,2,3,7,0,0,0,0,0,0,12,2,0,1,8,0,3,2,1,4,3,1,4,0,1,3,0,1,1,5,1,2,4,0,4,19,4,11,17,9,9,15,4,21,0,8,17,0,12,13,18,8,10,18,8,20,4.13
4m8y,966.2,2.3,95.9,5.36,323.1,17,7.49,0,33,2,12,49,0,1,1,0,0,0,83,4,0,2,12,0,2,1,4,2,3,0,2,1,2,3,0,2,6,0,0,0,3,3,1,16,1,4,4,10,3,11,2,4,3,6,9,2,3,12,1,6,1,9,4,5,9.96
1jmf,442.6,6.1,6.3,0,38.7,3,5.5,-1,9,2,8,11,0,1,0,0,0,0,22,3,0,4,3,4,4,1,4,4,5,3,6,0,3,3,1,0,1,3,2,4,2,3,1,15,19,12,20,15,19,35,7,21,6,19,16,2,7,18,13,13,14,16,29,15,5.77
1pa9,375.3,6.1,27.9,0.67,54,1,5.57,0,6,1,7,4,0,0,1,0,0,0,8,2,0,0,9,1,6,1,2,2,1,1,4,2,1,2,2,1,2,1,5,1,2,2,1,14,3,23,9,12,4,24,1,23,11,11,21,5,14,19,23,21,8,19,14,14,4.6
1sgu,951.5,2.6,144,5.5,444.5,10,8.36,2,36,5,4,49,0,0,0,0,0,0,76,2,0,2,18,0,2,1,4,2,4,0,2,2,3,3,0,2,6,0,0,0,3,3,0,16,1,5,5,13,3,9,2,3,2,7,7,2,3,13,1,6,1,8,4,4,5.37
4m8h,628.5,1.7,240.8,4.08,395.9,0,7.86,-1,21,0,2,23,0,0,0,0,0,0,35,4,0,0,8,1,3,2,5,4,12,1,6,0,1,4,2,2,4,3,2,0,3,2,3,9,7,12,12,12,10,32,2,20,6,12,13,4,6,10,11,5,3,7,12,18,7.6
4b1j,910.4,7.6,0,0,0,9,6.92,-1,15,6,12,23,0,2,0,0,0,0,50,1,0,0,10,1,3,1,4,7,3,1,7,0,0,4,1,3,12,0,1,3,3,3,5,42,11,39,25,28,25,52,9,37,11,26,25,13,21,26,27,16,22,31,23,40,7.3
2fgu,1006.5,3.6,165.2,6.89,487.3,9,9.03,1,38,6,5,51,0,0,0,0,0,0,79,4,0,4,17,0,2,1,5,1,5,0,1,1,3,3,0,2,6,1,0,0,2,3,1,23,1,4,7,12,2,11,2,3,2,7,7,2,4,13,1,5,1,7,4,4,9.18
1nw5,699.4,7,3.8,0,13.9,7,6.23,1,15,6,5,23,0,0,1,0,0,0,43,1,0,0,8,1,0,1,3,4,3,3,4,1,5,5,3,1,3,1,2,3,4,7,2,19,6,18,13,16,11,22,6,27,7,12,15,4,13,18,16,10,11,12,17,16,5.21
5l7e,630,0.9,149.4,4.17,249.9,3,7.11,0,18,2,3,18,0,0,1,0,0,0,27,4,0,1,12,0,2,1,1,7,14,1,4,4,1,3,2,1,1,6,1,2,2,1,2,4,6,8,18,11,14,34,4,12,11,10,14,2,8,6,21,15,11,11,9,18,6.6
2xef,1255.6,11,57.8,2.09,113,36,6.92,-1,37,8,19,55,0,0,0,0,0,0,99,7,0,2,12,2,7,8,4,5,6,3,4,0,4,2,1,8,10,8,2,11,3,6,8,52,15,32,43,37,40,52,10,47,14,44,46,3,35,56,54,21,39,26,34,46,9.84
3g1v,537.8,10.9,0,0,0,3,6.18,-2,9,2,9,10,1,1,0,0,0,0,24,3,0,3,3,2,2,3,11,0,4,0,4,2,5,4,0,1,8,4,1,2,3,2,2,23,2,17,7,22,9,15,0,25,8,9,15,3,6,22,9,3,4,7,14,16,3.19
5ey4,441.5,4.2,2.8,0,27.6,7,5,-3,10,5,12,12,0,3,0,0,0,0,30,1,0,0,13,0,4,2,2,2,2,0,2,0,2,0,0,2,7,3,2,1,1,2,3,16,4,19,33,24,18,25,1,30,6,13,35,1,17,30,16,15,9,27,26,29,3.12
3lq2,680.6,3.8,53.9,0.55,189.9,7,6.36,-1,12,4,7,16,0,2,1,0,0,0,30,2,0,0,11,3,2,1,5,4,6,0,4,3,2,2,1,3,8,5,4,5,3,5,5,17,22,43,43,52,33,66,10,65,20,33,44,6,33,72,41,33,38,39,47,61,5.22
